timestamp,id,Model,output_lange,prompt_length_chars,input_tokens,output_tokens,total_tokens,input_cost,output_cost,estimated_cost_usd,estimated_cost_thd,response_time_sec
2026-01-08T16:21:59.327400+07:00,API14-2,gemini-2.5-flash,en,54252.0,13584.0,1372.0,14956,0.004074,0.003431,0.007505,0.2358071,26.58346
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,13.07361,22.60018,,,
,,,,,,,s,14.65217,23.8413,,,
,,,,,,,,17.99358,23.56404,,,
,,,,,,,,12.77306,22.88942,,,
,,,,,,,,13.50449,26.58346,,,
,,,,,,,,14.399382,23.89568,,,
2026-01-09T09:24:41.602621+07:00,API14-2,gemini-2.5-flash,en,54252.0,13584.0,1380.0,14964,0.004074,0.00345,0.007525,0.2364355,26.47521
